file_off	va	string
0x1039A	0x3F41039A	pxTCB != pxCurrentTCB[xPortGetCoreID()]
0x103C2	0x3F4103C2	uxIndexToWait < 1
0x103D4	0x3F4103D4	uxIndexToNotify < 1
0x103E8	0x3F4103E8	xTaskToNotify
0x103F6	0x3F4103F6	pxTCB->ulNotifiedValue[ uxIndexToNotify ] == ~0UL
0x10428	0x3F410428	( ( &( pxTCB->xEventListItem ) )->pvContainer ) == ((void *)0)
0x104C0	0x3F4104C0	xReturn != ( -1 )
0x104D2	0x3F4104D2	prvTaskPriorityRaise
0x104E7	0x3F4104E7	vTaskGenericNotifyGiveFromISR
0x10505	0x3F410505	ulTaskGenericNotifyTake
0x1051D	0x3F41051D	vTaskPriorityDisinheritAfterTimeout
0x10541	0x3F410541	xTaskPriorityDisinherit
0x10559	0x3F410559	xTaskCheckForTimeOut
0x1056E	0x3F41056E	vTaskRemoveFromUnorderedEventList
0x10590	0x3F410590	xTaskRemoveFromEventList
0x105A9	0x3F4105A9	vTaskPlaceOnUnorderedEventList
0x105C8	0x3F4105C8	vTaskPlaceOnEventList
0x105DE	0x3F4105DE	taskSelectHighestPriorityTaskSMP
0x10613	0x3F410613	xTaskIncrementTick
0x10626	0x3F410626	xTaskGetIdleTaskHandleForCPU
0x10643	0x3F410643	pcTaskGetName
0x10651	0x3F410651	xTaskResumeAll
0x10660	0x3F410660	vTaskStartScheduler
0x10674	0x3F410674	vTaskSuspend
0x10681	0x3F410681	vTaskPrioritySet
0x10692	0x3F410692	vTaskDelay
0x1069D	0x3F41069D	prvDeleteTCB
0x106AA	0x3F4106AA	prvDeleteTLS
0x106B7	0x3F4106B7	vTaskDelete
0x106C3	0x3F4106C3	xTaskCreateStaticPinnedToCore
0x10711	0x3F410711	lock != NULL && "Uninitialized lock used"
0x1073B	0x3F41073B	xQueueGetMutexHolder( ( h ) ) == ((void *)0)
0x10768	0x3F410768	handle == (SemaphoreHandle_t) &s_common_mutex
0x10796	0x3F410796	handle == (SemaphoreHandle_t) &s_common_recursive_mutex
0x107CE	0x3F4107CE	esp_newlib_locks_init
0x107E4	0x3F4107E4	check_lock_nonzero
0x107F7	0x3F4107F7	lock_release_generic
0x1080C	0x3F41080C	lock_acquire_generic
0x10821	0x3F410821	_lock_close
0x1082D	0x3F41082D	try_heap_caps_add_region(mem_start, mem_end)
0x10882	0x3F410882	esp_bt_controller_mem_release
0x108A0	0x3F4108A0	xSemaphoreGive(prov_ctx_lock) == pdTRUE
0x108F8	0x3F4108F8	wifi_prov_mgr
0x10940	0x3F410940	xSemaphoreTake(prov_ctx_lock, portMAX_DELAY) == pdTRUE
0x10AFE	0x3F410AFE	prov_stop_task
0x10B6C	0x3F410B6C	prov_stop_task
0x10B7B	0x3F410B7B	wifi_prov_mgr_event_handler_internal
0x10BA0	0x3F410BA0	wifi_prov_mgr_stop_service
0x10BBB	0x3F410BBB	wifi_prov_mgr_deinit
0x10BD0	0x3F410BD0	execute_event_cb
0x10BE1	0x3F410BE1	WIFI_PROV_EVENT
0x10BF1	0x3F410BF1	arch_main.c
0x10BFD	0x3F410BFD	BTDM ROM VERSION %04x
0x10C14	0x3F410C14	BD_ADDR: %02X:%02X:%02X:%02X:%02X:%02X
0x10C3C	0x3F410C3C	BTDM CONTROLLER VERSION: %06x
0x10C64	0x3F410C64	Apr 11 2023
0x10C70	0x3F410C70	BTDM CONTROLLER DATE: %s %s
0x10C8D	0x3F410C8D	BTDM CPUID 0x%08X
0x10CA0	0x3F410CA0	Enable Classic BT
0x10CB3	0x3F410CB3	Enable Low Energy
0x10CC6	0x3F410CC6	Coex register bt cb faild
0x10CE1	0x3F410CE1	Coex register schm btdm cb faild
0x10D03	0x3F410D03	Coex register Wi-Fi channel change btdm cb faild
0x10D35	0x3F410D35	Disable Classic BT
0x10D49	0x3F410D49	Disable Low Energy
0x10D5D	0x3F410D5D	Heap MSG [%p], Heap ENV [%p], Heap NORET [%p]
0x10D8B	0x3F410D8B	                             Uart ENV [%p], VHCI ENV [%p], PLF FUNCS [%p]
0x10DD6	0x3F410DD6	btController
0x10DE3	0x3F410DE3	97e0759
0x10DEB	0x3F410DEB	SCHM PROC %02x %02x, %p
0x10E04	0x3F410E04	coex_schm.c
0x10E5F	0x3F410E5F	@ea.c
0x10E74	0x3F410E74	BBL6B
0x10EEA	0x3F410EEA	A?hci_tl.c
0x10EF5	0x3F410EF5	huart.c
0x10EFD	0x3F410EFD	uart_env_p != NULL
0x10F10	0x3F410F10	bufptr != NULL
0x10F1F	0x3F410F1F	callback != NULL
0x10F30	0x3F410F30	size != 0
0x10F3A	0x3F410F3A	ke_task.c
0x10F44	0x3F410F44	lc_lmppdu.c
0x10F50	0x3F410F50	elt->param
0x10F60	0x3F410F60	Not support sniff attempt(%x) large than 0xFF, request with 0xFF
0x10FA2	0x3F410FA2	Not support sniff attempt(%x) large than 0xFF
0x10FD1	0x3F410FD1	Sync Link Number[%d], Mask other Sync Links, Param[0x%08x]
0x1100D	0x3F41100D	lc_sniff.c
0x11018	0x3F411018	lc_task.c
0x11022	0x3F411022	Not support sniff attempt large than 0xFF, change %x to 0xFF
0x112F7	0x3F4112F7	@ld_acl.c
0x11301	0x3F411301	sco_par->data_path == AUDIO_DATA_PATH_HCI
0x1132B	0x3F41132B	acl_par->data_len == 0
0x11342	0x3F411342	acl_buf_elt != NULL
0x11356	0x3F411356	acl_par->next_buf_elt == NULL
0x11374	0x3F411374	(((uint16_t)txtype << 3) & ~((uint16_t)0x00000078)) == 0
0x113AD	0x3F4113AD	(((uint16_t)txlength << 3) & ~((uint16_t)0x00001FF8)) == 0
0x113E8	0x3F4113E8	(localVal & ~((uint16_t)0x000007FF)) == 0
0x11412	0x3F411412	(localVal & ~((uint16_t)0x000003FF)) == 0
0x1143C	0x3F41143C	(((uint16_t)aclincpriostep << 13) & ~((uint16_t)0x0000E000)) == 0
0x1147E	0x3F41147E	(((uint16_t)aclminprio << 8) & ~((uint16_t)0x00001F00)) == 0
0x114BB	0x3F4114BB	(((uint16_t)accurrentprio << 0) & ~((uint16_t)0x0000001F)) == 0
0x114FB	0x3F4114FB	(((uint16_t)escoincpriostep << 13) & ~((uint16_t)0x0000E000)) == 0
0x1153E	0x3F41153E	(((uint16_t)escominprio << 8) & ~((uint16_t)0x00001F00)) == 0
0x1157C	0x3F41157C	(((uint16_t)escocurrentprio << 0) & ~((uint16_t)0x0000001F)) == 0
0x115BE	0x3F4115BE	(((uint16_t)bitoff << 0) & ~((uint16_t)0x000003FF)) == 0
0x115F7	0x3F4115F7	(((uint16_t)rxwinsz << 0) & ~((uint16_t)0x00000FFF)) == 0
0x11631	0x3F411631	ld_fm.c
0x11639	0x3F411639	link_id < MAX_NB_ACTIVE_ACL
0x11655	0x3F411655	co_list_is_empty(&ld_fm_env.fifo) || (timestamp != ((struct ld_fm_frm_elt*)ld_fm_env.fifo.last)->timestamp)
0x116C1	0x3F4116C1	(((uint16_t)vxchan << 8) & ~((uint16_t)0x00000300)) == 0
0x116FA	0x3F4116FA	(((uint16_t)csptr << 0) & ~((uint16_t)0x00007FFF)) == 0
0x11732	0x3F411732	(localVal & ~((uint32_t)0x0FFFFFFF)) == 0
0x1175C	0x3F41175C	acl_par->nb_prog > 0
0x11771	0x3F411771	(EM_BT_RXDESC_OFFSET + ld_env.curr_rxdesc_index * REG_EM_BT_RXDESC_SIZE) == bt_et_currentrxdescptr_currentrxdescptr_getf()
0x117EC	0x3F4117EC	ld_inq.c
0x117F5	0x3F4117F5	(((uint32_t)prefetchaborttime << 16) & ~((uint32_t)0x03FF0000)) == 0
0x1183A	0x3F41183A	(((uint32_t)prefetchtime << 0) & ~((uint32_t)0x000001FF)) == 0
0x11879	0x3F411879	ld_sched.c
0x11889	0x3F411889	);llc.c
0x11891	0x3F411891	EE elt %p, ts %u, %d
0x118A7	0x3F4118A7	lld_evt.c
0x118B1	0x3F4118B1	(((uint16_t)rxwinsz << 0) & ~((uint16_t)0x00003FFF)) == 0
0x118EB	0x3F4118EB	CO First, elt %p
0x118FD	0x3F4118FD	CO [%u], type %d, ts %u, ap %u %u, cs %d, met %u
0x1192F	0x3F41192F	new_wait_elt
0x1193C	0x3F41193C	evt->evt.conn.counter == evt->evt.conn.instant
0x1196B	0x3F41196B	set ble priority high. conhdl: 0x%x,evt_counter:%d,tx_pkg_cnt:%d
0x119AD	0x3F4119AD	lld.c
0x119B3	0x3F4119B3	(((uint16_t)prioincstep << 13) & ~((uint16_t)0x0000E000)) == 0
0x119F2	0x3F4119F2	(((uint16_t)minprio << 8) & ~((uint16_t)0x00001F00)) == 0
0x11A2C	0x3F411A2C	(((uint16_t)currentprio << 0) & ~((uint16_t)0x0000001F)) == 0
0x11A6A	0x3F411A6A	(((uint16_t)advbdaddrtype << 0) & ~((uint16_t)0x00000001)) == 0
0x11AAA	0x3F411AAA	scan channel select mode user input error
0x11AD5	0x3F411AD5	scan_par->window != 0
0x11AEB	0x3F411AEB	lld_pdu.c
0x11AF5	0x3F411AF5	%s HCI packet count mismatch (%d, %d)
0x11B1C	0x3F411B1C	(((uint16_t)nextptr << 0) & ~((uint16_t)0x00007FFF)) == 0
0x11B56	0x3F411B56	ram_lld_pdu_tx_flush
0x11B6B	0x3F411B6B	lld_pdu_get_tx_flush_nb
0x11B83	0x3F411B83	llm_hci.c
0x11B8D	0x3F411B8D	( ( ( (en_cmd->enable) << (LLM_RPA_RENEW_TIMER_EN_LSB) ) & ( ~(LLM_RPA_RENEW_TIMER_EN_MASK) ) ) ) == 0
0x11BF4	0x3F411BF4	llm_le_env.advertising_params
0x11C12	0x3F411C12	llm.c
0x11C18	0x3F411C18	llm_le_env.scanning_params
0x11C33	0x3F411C33	co_list_extract(&llm_le_env.adv_list, element, 0)
0x11C65	0x3F411C65	co_list_extract(&le_scan_duplicate_option.mesh_adv_list, element, 0)
0x11CAA	0x3F411CAA	param->pk_payload_type < PAYL_END
0x11CCC	0x3F411CCC	(((uint16_t)txtype << 0) & ~((uint16_t)0x0000000F)) == 0
0x11D05	0x3F411D05	(((uint16_t)txrxadd << 7) & ~((uint16_t)0x00000080)) == 0
0x11D3F	0x3F411D3F	llm_util.c
0x11D4A	0x3F411D4A	ACL Link Number[%d], Mask other ACL Links
0x11D75	0x3F411D75	lm_env.local_name
0x11D87	0x3F411D87	lm_task.c
0x11D91	0x3F411D91	(lm_env.create_con_cmd != NULL) || (lm_env.rem_name_req_cmd != NULL) || (lm_env.trunc_page_cmd != NULL)
0x11DF9	0x3F411DF9	!memcmp(&param->bd_addr.addr[0], &lm_env.create_con_cmd->bd_addr.addr[0], BD_ADDR_LEN)
0x11E50	0x3F411E50	NVDS MAGIC FAILED
0x11ECF	0x3F411ECF	@Set BREDR TX POWER min %d max %d
0x11EF2	0x3F411EF2	RF Init OK with coex
0x11F08	0x3F411F08	BT BB INTR enabled!
0x11F2C	0x3F411F2C	rwble.c
0x11F34	0x3F411F34	rwbt.c
0x11F3B	0x3F411F3B	lpcycles < 1000000
0x11F4E	0x3F411F4E	%s ENV %p, %d, MSG %p %d, NORET %p %d
0x11F75	0x3F411F75	rwip.c
0x11F7C	0x3F411F7C	r_rwip_init
0x11F88	0x3F411F88	Send Queue Failed
0x11F9B	0x3F411F9B	vhci.c
0x11FA2	0x3F411FA2	VHCI: Controller is not run
0x12008	0x3F412008	intc.c
0x1200F	0x3F41200F	osi_ints_on != NULL
0x12023	0x3F412023	osi_set_interrupt_handler != NULL
0x1208B	0x3F41208B	?blk >= 0 && blk < EFUSE_BLK_MAX
0x120DA	0x3F4120DA	num_reg <= (range_read_addr_blocks[blk].end - range_read_addr_blocks[blk].start) / sizeof(uint32_t)
0x1213E	0x3F41213E	"(Cannot use REG_READ for DPORT registers use DPORT_REG_READ)" && (!((((addr_wr_reg)) >= 0x3ff00000) && ((addr_wr_reg)) <= 0x3ff13FFC))
0x121C6	0x3F4121C6	efuse
0x12207	0x3F412207	bits_counter <= req_size
0x12220	0x3F412220	"(Cannot use REG_READ for DPORT registers use DPORT_REG_READ)" && (!((((range_read_addr_blocks[blk].start + num_reg * 4)) >= 0x3ff00000) && ((range_read_addr_blocks[blk].start + num_reg * 4)) <= 0x3ff13FFC))
0x122F0	0x3F4122F0	esp_efuse_utility_read_reg
0x1230B	0x3F41230B	esp_efuse_utility_process
0x12325	0x3F412325	cpuid == xPortGetCoreID()
0x12365	0x3F412365	ipc%d
0x1236B	0x3F41236B	ipc_task
0x12374	0x3F412374	esp_ipc_init
0x123B7	0x3F4123B7	esp_ipc_isr_release_other_cpu
0x12413	0x3F412413	ADCADC_NUM_1 channel error
0x1242E	0x3F41242E	wifi release called before acquire
0x12451	0x3F412451	adc2_wifi_release
0x12463	0x3F412463	adc_power_release
0x12475	0x3F412475	start != ((void *)0)
0x124BD	0x3F4124BD	esp_core_dump_get_user_ram_info
0x124DD	0x3F4124DD	checksum_size <= 32
0x12523	0x3F412523	Calculated checksum
0x12537	0x3F412537	Image checksum
0x12546	0x3F412546	esp_core_dump_image_check
0x12565	0x3F412565	ESP_CORE_DUMP_INFO
0x12578	0x3F412578	EXTRA_INFO
0x12583	0x3F412583	elf_write_core_dump_info
0x1259C	0x3F41259C	elf_write_core_dump_user_data
0x125BA	0x3F4125BA	elf_add_segment
0x125CA	0x3F4125CA	elf_save_task
0x125D8	0x3F4125D8	elf_write_segment_header
0x125F1	0x3F4125F1	elf_process_note_segment
0x1260A	0x3F41260A	elf_write_note
0x12619	0x3F412619	elf_add_note
0x12626	0x3F412626	elf_process_tasks_regs
0x1263D	0x3F41263D	elf_write_tasks_data
0x12652	0x3F412652	elf_write_file_header
0x12668	0x3F412668	esp_core_dump_do_write_elf_pass
0x12688	0x3F412688	esp_core_dump_write_elf
0x126A0	0x3F4126A0	stk_paddr != ((void *)0) && stk_vaddr != ((void *)0)
0x12741	0x3F412741	esp_core_dump_get_task_regs_dump
0x12762	0x3F412762	esp_core_dump_get_stack
0x1277A	0x3F41277A	cks_ctx
0x127E8	0x3F4127E8	checksum != ((void *)0)
0x12800	0x3F412800	esp_core_dump_print_checksum
0x1281D	0x3F41281D	esp_core_dump_checksum_finish
0x1283B	0x3F41283B	esp_core_dump_checksum_update
0x1285D	0x3F41285D	phy_init
0x128C1	0x3F4128C1	cal_version
0x128CD	0x3F4128CD	cal_mac
0x128D5	0x3F4128D5	esp_efuse_mac_get_default(sta_mac)
0x1299D	0x3F41299D	cal_data
0x12AED	0x3F412AED	esp_phy_load_cal_and_init
0x12B07	0x3F412B07	store_cal_data_to_nvs_handle
0x12B24	0x3F412B24	load_cal_data_from_nvs_handle
0x12B42	0x3F412B42	esp_phy_load_cal_data_from_nvs
0x12B8D	0x3F412B8D	NHB<84
0x12DE4	0x3F412DE4	Init Counter
0x12DF1	0x3F412DF1	Group key expansion
0x12E05	0x3F412E05	IGTK key expansion
0x12E3F	0x3F412E3F	SAE Hunting and Pecking
0x12E57	0x3F412E57	SAE Hash to Element
0x12E6B	0x3F412E6B	SAE Hash to Element u1 P1
0x12E85	0x3F412E85	SAE Hash to Element u2 P2
0x12E9F	0x3F412E9F	SAE KCK and PMK
0x12F20	0x3F412F20	1/?cz&!t
0x13139	0x3F413139	2cV]8
0x13148	0x3F413148	h^j@GPm|_}
0x13174	0x3F413174	.2!Zd
0x13201	0x3F413201	H:XV`
0x133FE	0x3F4133FE	Z}wSn
0x13742	0x3F413742	vr8^T:l)U
0x137F9	0x3F4137F9	^1kW3
0x138D2	0x3F4138D2	DPV2A
0x13985	0x3F413985	SHA224
0x1398C	0x3F41398C	SHA256
0x13993	0x3F413993	SHA384
0x1399A	0x3F41399A	SHA512
0x13A08	0x3F413A08	x->n >= num_words
0x13A46	0x3F413A46	mem_block_to_mpi
0x13C65	0x3F413C65	D7q/;M
0x13ED6	0x3F413ED6	Dlnew_engine != NULL
0x13F22	0x3F413F22	engines_in_use <= 3
0x13F36	0x3F413F36	uxSemaphoreGetCount(engine_state) == 0 && "SHA engine should be locked"
0x13F7E	0x3F413F7E	esp_sha_block
0x13F8C	0x3F413F8C	esp_sha_read_digest_state
0x13FA6	0x3F413FA6	sha_get_engine_state
0x13FBB	0x3F413FBB	esp_sha_lock_engine_common
0x13FD6	0x3F413FD6	Invalid coexist adapter function md5, internal: %s, idf: %s
0x14013	0x3F414013	coexist adapter function is NULL
0x14034	0x3F414034	coexist adapter function version error! Version %x is expected, but it is %x
0x14082	0x3F414082	coexist adapter function magic error! Magic %x is expected, but it is %x
0x140CC	0x3F4140CC	9da3695
0x140D4	0x3F4140D4	0f80fa0
0x140DC	0x3F4140DC	coexist_core.c
0x140EB	0x3F4140EB	coexist_arbit.c
0x140FB	0x3F4140FB	OS adapter function is NULL
0x14117	0x3F414117	OS adapter function version error! Version %d is expected, but it is %x
0x14160	0x3F414160	OS adapter function magic error! Magic %d is expected, but it is %x
0x141A5	0x3F4141A5	Invalid OSI esp_wifi_os_adapter.h md5, internal: %s, idf: %s
0x141E3	0x3F4141E3	Invalid WiFi esp_wifi_crypto_types.h md5, internal: %s, idf: %s
0x14224	0x3F414224	Invalid WiFi esp_wifi_types.h md5, internal: %s, idf: %s
0x1425E	0x3F41425E	Invalid WiFi esp_wifi.h md5, internal: %s, idf: %s
0x14292	0x3F414292	config is NULL
0x142A1	0x3F4142A1	WIFI_MESH_EVENT
0x142B1	0x3F4142B1	af41738
0x142B9	0x3F4142B9	a5d52e9
0x142C1	0x3F4142C1	26681ce
0x142C9	0x3F4142C9	05c2f7f
0x142D7	0x3F4142D7	ieee80211_crypto.c
0x142FD	0x3F4142FD	bcn/probe
0x14310	0x3F414310	amsdu
0x14316	0x3F414316	action
0x1431D	0x3F41431D	deauth
0x14324	0x3F414324	assoc
0x1432A	0x3F41432A	ap_tx
0x14330	0x3F414330	sta_tx
0x1433B	0x3F41433B	reorder
0x14343	0x3F414343	ps_uc1
0x1434A	0x3F41434A	psq_uc
0x14351	0x3F414351	psq_mc
0x14358	0x3F414358	psq_tx
0x1435F	0x3F41435F	ieee80211_hostap.c
0x1437E	0x3F41437E	ieee80211_ht.c
0x1439D	0x3F41439D	ieee80211_input.c
0x143AF	0x3F4143AF	group cipher suite
0x143C2	0x3F4143C2	pairwise cipher suite count
0x143DE	0x3F4143DE	pairwise cipher suite
0x143F4	0x3F4143F4	AKM suite count
0x14404	0x3F414404	AKM suite
0x14412	0x3F414412	PMKID count
0x1441E	0x3F41441E	PMKID list
0x14429	0x3F414429	Group Mgmt cipher suite
0x14470	0x3F414470	ieee80211_ioctl.c
0x14482	0x3F414482	enabled
0x1448A	0x3F41448A	disabled
0x14499	0x3F414499	wpa_crypto_funcs_init
0x144AF	0x3F4144AF	opmode
0x144B6	0x3F4144B6	sta.ssid
0x144BF	0x3F4144BF	sta.authmode
0x144CC	0x3F4144CC	sta.pswd
0x144D5	0x3F4144D5	sta.pmk
0x144DD	0x3F4144DD	sta.chan
0x144E6	0x3F4144E6	auto.conn
0x144F0	0x3F4144F0	bssid.set
0x144FA	0x3F4144FA	sta.bssid
0x14504	0x3F414504	sta.lis_intval
0x14513	0x3F414513	sta.phym
0x1451C	0x3F41451C	sta.phybw
0x14526	0x3F414526	sta.apsw
0x1452F	0x3F41452F	sta.apinfo
0x1453A	0x3F41453A	sta.scan_method
0x1454A	0x3F41454A	sta.sort_method
0x1455A	0x3F41455A	sta.minrssi
0x14566	0x3F414566	sta.minauth
0x14572	0x3F414572	sta.pmf_e
0x1457C	0x3F41457C	sta.pmf_r
0x14586	0x3F414586	sta.btm_e
0x14590	0x3F414590	sta.rrm_e
0x1459A	0x3F41459A	sta.mbo_e
0x145A4	0x3F4145A4	ap.ssid
0x145AC	0x3F4145AC	ap.passwd
0x145B6	0x3F4145B6	ap.pmk
0x145BD	0x3F4145BD	ap.chan
0x145C5	0x3F4145C5	ap.authmode
0x145D1	0x3F4145D1	ap.hidden
0x145DB	0x3F4145DB	ap.max.conn
0x145E7	0x3F4145E7	bcn.interval
0x145F4	0x3F4145F4	ap.phym
0x145FC	0x3F4145FC	ap.phybw
0x14605	0x3F414605	ap.sndchan
0x14610	0x3F414610	ap.pmf_e
0x14619	0x3F414619	ap.pmf_r
0x14622	0x3F414622	ap.p_cipher
0x1462E	0x3F41462E	lorate
0x14635	0x3F414635	country
0x1463D	0x3F41463D	ap.ftm_r
0x14646	0x3F414646	sta.trans_d
0x14652	0x3F414652	sta.sae_h2e
0x1465E	0x3F41465E	sta.bss_retry
0x1466C	0x3F41466C	ESP_%02X%02X%02X
0x1467D	0x3F41467D	nvs.net80211
0x146EB	0x3F4146EB	@ieee80211_output.c
0x14744	0x3F414744	lrbgn
0x1474D	0x3F41474D	ieee80211_phy.c
0x14927	0x3F414927	ieee80211_scan.c
0x14938	0x3F414938	unknown
0x14940	0x3F414940	from beacon
0x1494C	0x3F41494C	from user
0x14956	0x3F414956	ieee80211_sta.c
0x14977	0x3F414977	sleep
0x149A5	0x3F4149A5	CA?$CA?kIA?oIA?sIA?wIA?8IA?ieee80211_supplicant.c
0x149D7	0x3F4149D7	Invalid supplicant md5, internal: %s, idf: %s
0x14A06	0x3F414A06	c598b47
0x14A42	0x3F414A42	ieee80211_send_beacon
0x14A58	0x3F414A58	ieee80211_hostap_handle
0x14A70	0x3F414A70	ieee80211_timer_connect
0x14A88	0x3F414A88	ieee80211_scan_inter_chan
0x14AA2	0x3F414AA2	ieee80211_scan_enter_op_chan
0x14ABF	0x3F414ABF	ieee80211_csa
0x14ACD	0x3F414ACD	ieee80211_probe_send
0x14AE2	0x3F414AE2	ieee80211_beacon
0x14AF3	0x3F414AF3	ieee80211_handshake
0x14B07	0x3F414B07	ieee80211_chm_dwell
0x14B1B	0x3F414B1B	ieee80211_auth
0x14B2A	0x3F414B2A	ieee80211_assoc
0x14B3A	0x3F414B3A	ieee80211_sta_try_sa_query
0x14B55	0x3F414B55	ieee80211_sta_sa_query_timeout
0x14B74	0x3F414B74	ieee80211_sta_retry_assoc
0x14B8E	0x3F414B8E	ieee80211_coexist
0x14BA0	0x3F414BA0	wl_chm.c
0x14BA9	0x3F414BA9	wl_cnx.c
0x14BB2	0x3F414BB2	active
0x14BB9	0x3F414BB9	passive
0x14BCA	0x3F414BCA	WEP-40
0x14BD1	0x3F414BD1	WEP-104
0x14BD9	0x3F414BD9	Open Auth
0x14BE3	0x3F414BE3	WPA-PSK
0x14BEB	0x3F414BEB	WPA2-ENT
0x14BF4	0x3F414BF4	WPA2-PSK
0x14BFD	0x3F414BFD	WPA2-CCKM
0x14C07	0x3F414C07	WPA3-SAE
0x14C10	0x3F414C10	WAPI-PSK
0x14C19	0x3F414C19	WAPI-CERT
0x14C55	0x3F414C55	KA?ieee80211_action.c
0x14C74	0x3F414C74	lmac.c
0x14C93	0x3F414C93	@lmacTxDone
0x14C9F	0x3F414C9F	lmacTxFrame
0x14CAB	0x3F414CAB	lmacProcessTxError
0x14CBE	0x3F414CBE	lmacProcessTxRtsError
0x14CD4	0x3F414CD4	lmacProcessAckTimeout
0x14CEA	0x3F414CEA	lmacProcessCtsTimeout
0x14D00	0x3F414D00	lmacProcessLongRetryFail
0x14D19	0x3F414D19	lmacProcessShortRetryFail
0x14D33	0x3F414D33	lmacProcessTxComplete
0x14D49	0x3F414D49	lmacProcessCollision
0x14D5E	0x3F414D5E	lmacEndFrameExchangeSequence
0x14D7B	0x3F414D7B	lmacDiscardFrameExchangeSequence
0x14D9C	0x3F414D9C	lmacProcessTxSuccess
0x14FD7	0x3F414FD7	@trc.c
0x1513C	0x3F41513C	rcReachRetryLimit
0x1514E	0x3F41514E	rcGetRate
0x15158	0x3F415158	rcGetAmpduSched
0x15168	0x3F415168	wdev.c
0x1516F	0x3F41516F	wDevProcessDirtyBuf
0x15183	0x3F415183	wDev_AppendRxBlocks
0x15197	0x3F415197	wdevProcessRxSucDataAll
0x151AF	0x3F4151AF	wDev_ProcessRxSucData
0x151CB	0x3F4151CB	sc_sniffer.c
0x151D8	0x3F4151D8	smartconfig errno %d@%s %u
0x153EC	0x3F4153EC	__gnu_cxx::__concurrence_lock_error
0x15410	0x3F415410	__gnu_cxx::__concurrence_unlock_error
0x15436	0x3F415436	St9exception
0x15445	0x3F415445	UA?6TA?N9__gnu_cxx24__concurrence_lock_errorE
0x15474	0x3F415474	\UA?LTA?DTA?N9__gnu_cxx26__concurrence_unlock_errorE
0x154B1	0x3F4154B1	TA?DTA?
0x154DF	0x3F4154DF	@St9bad_alloc
0x154F5	0x3F4154F5	TA?DTA?
0x1552F	0x3F41552F	@std::bad_alloc
0x15581	0x3F415581	bad_function_call
0x15593	0x3F415593	St17bad_function_call
0x155B1	0x3F4155B1	UA?DTA?
0x15903	0x3F415903	@0000000000000000                INF
0x15934	0x3F415934	0123456789abcdef
0x15945	0x3F415945	0123456789ABCDEF
0x15BF3	0x3F415BF3	@0000000000000000                Infinity
0x15C21	0x3F415C21	REENT malloc succeeded
0x15CA6	0x3F415CA6	Balloc succeeded
0x15CB7	0x3F415CB7	POSIX
0x15DEA	0x3F415DEA	ASCII
0x15E0A	0x3F415E0A	ASCII
0x166F7	0x3F4166F7	@0000000000000000                wifi ipc: failed to post wifi task
0x1673B	0x3F41673B	failed to post event=%d ret=%d
0x1675A	0x3F41675A	wifi stop stage3: out of memory!
0x1677B	0x3F41677B	wifi stop stage2: out of memory!
0x1679C	0x3F41679C	wifi stop: out of memory!
0x167B6	0x3F4167B6	wifi deinit internal: wifi not stop
0x167DA	0x3F4167DA	alloc net80211 funcs fail
0x167F5	0x3F4167F5	MIC mismatch for the Bcast Mgmt frame(res=%d)
0x16823	0x3F416823	MIC computation for BIP Failed(res=%d)
0x1684A	0x3F41684A	BIP replay detected
0x1685E	0x3F41685E	Invalid MMIE
0x1686B	0x3F41686B	MIC mismatch for the Bcast Mgmt frame(res=%d)
0x16899	0x3F416899	MIC computation for BIP Failed(res=%d)
0x168C0	0x3F4168C0	BIP replay detected
0x168D4	0x3F4168D4	Invalid MMIE
0x169AC	0x3F4169AC	age_reorder: null rap
0x169DE	0x3F4169DE	rxa_eb mem fail tid=%d
0x169F5	0x3F4169F5	rap mem fail tid=%d
0x16A10	0x3F416A10	failed to start addba timer
0x16A2C	0x3F416A2C	addba index: unknow conn=%p
0x16A48	0x3F416A48	tap to index: null conn
0x16A60	0x3F416A60	tap to index: null bss
0x16A77	0x3F416A77	addba response cb: status %d not success, no need to configure hardware
0x16ABF	0x3F416ABF	addba response cb: ap bss deleted
0x16AE1	0x3F416AE1	addba response cb: ap conn deleted
0x16B04	0x3F416B04	addba response cb: bssid change from %02x:%02x:%02x:%02x:%02x:%02x to %02x:%02x:%02x:%02x:%02x:%02x
0x16B68	0x3F416B68	addba response cb: sta bss deleted
0x16B8B	0x3F416B8B	addba response cb: sta conn deleted
0x16BAF	0x3F416BAF	addba response invalid param
0x16BE8	0x3F416BE8	alloc challenge: out of memory!
0x16C0F	0x3F416C0F	ioctl_process: invalid arg
0x16C2A	0x3F416C2A	invalid ipc cfg
0x16C3A	0x3F416C3A	wpa2 ent enable, invalid param(%p)
0x16C5D	0x3F416C5D	wifi stop stage error, stage=%d
0x16C7E	0x3F416C7E	In function %s, fail to register function!
0x16CAB	0x3F416CAB	invalid core id %d
0x16CBE	0x3F416CBE	rx ba window %d error
0x16CD4	0x3F416CD4	management short buf number %d is out of range
0x16D03	0x3F416D03	tx buf type %d error
0x16D18	0x3F416D18	dynamic tx buf number %d is out of range
0x16D41	0x3F416D41	static tx buf number %d is out of range
0x16D69	0x3F416D69	dynamic rx buf number %d is out of range
0x16D92	0x3F416D92	static rx buf number %d is out of range
0x16DBA	0x3F416DBA	wpa crypto funcs expected size=%d version=%d, actual size=%d version=%d
